Date &Time [DD-MM-YYYY/HH:MM:SS]	Time [sec]	Loop	Phase time [s]	CH 1 MO2 [mgO2/kg/hr]	CH 1 slope [%air sat./hr]	CH 1 R^2	CH 1 max O2 [%air sat.]	CH 1 min O2 [%air sat.]	CH 1 avg O2 [%air sat.]	CH 1 avg temp [°C]	CH 2 MO2 [mgO2/kg/hr]	CH 2 slope [%air sat./hr]	CH 2 R^2	CH 2 max O2 [%air sat.]	CH 2 min O2 [%air sat.]	CH 2 avg O2 [%air sat.]	CH 2 avg temp [°C]	CH 3 MO2 [mgO2/kg/hr]	CH 3 slope [%air sat./hr]	CH 3 R^2	CH 3 max O2 [%air sat.]	CH 3 min O2 [%air sat.]	CH 3 avg O2 [%air sat.]	CH 3 avg temp [°C]	CH 4 MO2 [mgO2/kg/hr]	CH 4 slope [%air sat./hr]	CH 4 R^2	CH 4 max O2 [%air sat.]	CH 4 min O2 [%air sat.]	CH 4 avg O2 [%air sat.]	CH 4 avg temp [°C]	CH 5 MO2 [mgO2/kg/hr]	CH 5 slope [%air sat./hr]	CH 5 R^2	CH 5 max O2 [%air sat.]	CH 5 min O2 [%air sat.]	CH 5 avg O2 [%air sat.]	CH 5 avg temp [°C]	CH 6 MO2 [mgO2/kg/hr]	CH 6 slope [%air sat./hr]	CH 6 R^2	CH 6 max O2 [%air sat.]	CH 6 min O2 [%air sat.]	CH 6 avg O2 [%air sat.]	CH 6 avg temp [°C]	CH 7 MO2 [mgO2/kg/hr]	CH 7 slope [%air sat./hr]	CH 7 R^2	CH 7 max O2 [%air sat.]	CH 7 min O2 [%air sat.]	CH 7 avg O2 [%air sat.]	CH 7 avg temp [°C]	CH 8 MO2 [mgO2/kg/hr]	CH 8 slope [%air sat./hr]	CH 8 R^2	CH 8 max O2 [%air sat.]	CH 8 min O2 [%air sat.]	CH 8 avg O2 [%air sat.]	CH 8 avg temp [°C]	AMB temp N°1 avg temp [°C]	AMB temp N°1 setpoint [°C]	AMB temp N°1 hysteresis [°C]
11/13/2021/11:26:18 PM	2540	1	F480/W60/M2000	Inf	-5.903	0.990	97.79	94.53	96.13	21.89	Inf	-6.717	0.986	98.23	94.31	96.28	21.89	Inf	-5.792	0.990	97.76	94.48	96.12	21.89	Inf	-6.493	0.971	98.51	94.37	96.44	21.89	Inf	-6.539	0.993	97.77	94.14	96.00	21.89	Inf	-6.382	0.990	97.40	93.84	95.67	21.89	Inf	-6.448	0.991	97.70	94.04	95.85	21.89	Inf	-2.439	0.937	96.58	94.88	95.73	21.89	21.89	21.00	0.00
11/14/2021/12:08:38 AM	5080	2	F480/W60/M2000	Inf	-5.805	0.990	97.85	94.51	96.15	21.88	Inf	-6.474	0.983	98.19	94.46	96.34	21.88	Inf	-5.717	0.990	97.75	94.52	96.14	21.88	Inf	-6.321	0.964	98.58	94.28	96.45	21.88	Inf	-6.293	0.991	97.78	94.25	96.13	21.88	Inf	-6.265	0.989	97.41	93.75	95.75	21.88	Inf	-6.474	0.990	97.67	94.02	95.85	21.88	Inf	-2.381	0.930	96.71	94.82	95.74	21.88	21.88	21.00	0.00
11/14/2021/12:50:58 AM	7620	3	F480/W60/M2000	Inf	-5.807	0.989	97.79	94.55	96.17	21.88	Inf	-6.420	0.982	98.37	94.39	96.39	21.88	Inf	-5.767	0.989	97.77	94.56	96.14	21.88	Inf	-6.381	0.961	98.67	94.39	96.48	21.88	Inf	-6.295	0.990	97.84	94.19	96.13	21.88	Inf	-6.281	0.989	97.42	93.85	95.73	21.88	Inf	-6.436	0.989	97.65	94.02	95.85	21.88	Inf	-2.213	0.917	96.67	94.88	95.76	21.88	21.88	21.00	0.00
11/14/2021/1:33:18 AM	10160	4	F480/W60/M2000	Inf	-5.792	0.988	97.85	94.48	96.14	21.87	Inf	-6.344	0.981	98.28	94.48	96.38	21.87	Inf	-5.673	0.988	97.77	94.52	96.14	21.87	Inf	-6.374	0.955	98.71	94.22	96.46	21.87	Inf	-6.247	0.991	97.85	94.25	96.13	21.87	Inf	-6.306	0.989	97.49	93.82	95.71	21.87	Inf	-6.386	0.990	97.74	93.91	95.85	21.87	Inf	-2.243	0.901	96.70	94.92	95.81	21.87	21.86	21.00	0.00
11/14/2021/2:15:38 AM	12700	5	F480/W60/M2000	Inf	-5.796	0.989	97.81	94.53	96.15	21.86	Inf	-6.483	0.980	98.40	94.33	96.35	21.86	Inf	-5.772	0.989	97.72	94.43	96.12	21.86	Inf	-6.427	0.955	98.43	94.21	96.45	21.86	Inf	-6.300	0.990	97.75	94.25	96.10	21.86	Inf	-6.330	0.988	97.51	93.73	95.71	21.86	Inf	-6.466	0.990	97.81	93.93	95.80	21.86	Inf	-2.390	0.922	96.63	94.92	95.78	21.86	21.86	21.00	0.00
11/14/2021/2:57:58 AM	15240	6	F480/W60/M2000	Inf	-5.793	0.985	97.76	94.50	96.05	21.85	Inf	-6.452	0.978	98.22	94.28	96.27	21.85	Inf	-5.655	0.988	97.74	94.46	96.07	21.85	Inf	-6.208	0.953	98.61	94.29	96.41	21.85	Inf	-6.241	0.988	97.70	94.13	96.03	21.85	Inf	-6.216	0.986	97.43	93.70	95.63	21.85	Inf	-6.438	0.989	97.66	93.83	95.77	21.85	Inf	-2.093	0.886	96.70	95.02	95.85	21.85	21.85	21.00	0.00
11/14/2021/3:40:18 AM	17780	7	F480/W60/M2000	Inf	-5.715	0.986	97.69	94.41	96.07	21.83	Inf	-6.055	0.972	98.17	94.45	96.31	21.83	Inf	-5.708	0.986	97.65	94.40	96.05	21.83	Inf	-6.329	0.949	98.49	94.29	96.39	21.83	Inf	-6.231	0.988	97.79	94.13	96.04	21.83	Inf	-6.262	0.986	97.38	93.75	95.65	21.83	Inf	-6.400	0.987	97.68	93.94	95.76	21.83	Inf	-2.149	0.876	96.69	94.97	95.94	21.83	21.83	21.00	0.00
11/14/2021/4:22:38 AM	20320	8	F480/W60/M2000	Inf	-5.904	0.987	97.71	94.34	96.06	21.83	Inf	-6.357	0.977	98.26	94.30	96.29	21.83	Inf	-5.800	0.987	97.67	94.40	96.01	21.83	Inf	-6.359	0.949	98.49	94.14	96.38	21.83	Inf	-6.330	0.989	97.72	94.15	96.00	21.83	Inf	-6.245	0.986	97.36	93.72	95.62	21.83	Inf	-6.430	0.988	97.59	93.87	95.73	21.83	Inf	-2.098	0.869	96.87	95.22	96.10	21.83	21.83	21.00	0.00
11/14/2021/5:04:58 AM	22860	9	F480/W60/M2000	Inf	-5.964	0.987	97.62	94.28	95.96	21.82	Inf	-6.327	0.976	98.28	94.32	96.23	21.82	Inf	-5.683	0.986	97.69	94.33	95.95	21.82	Inf	-6.341	0.946	98.51	94.14	96.31	21.82	Inf	-6.187	0.988	97.64	93.99	95.91	21.82	Inf	-6.286	0.985	97.40	93.65	95.57	21.82	Inf	-6.437	0.986	97.52	93.78	95.66	21.82	Inf	-1.844	0.809	97.07	95.45	96.38	21.82	21.82	21.00	0.00
11/14/2021/5:47:18 AM	25400	10	F480/W60/M2000	Inf	-5.793	0.986	97.62	94.36	95.94	21.82	Inf	-6.389	0.977	98.19	94.23	96.19	21.82	Inf	-5.744	0.987	97.60	94.33	95.94	21.82	Inf	-6.328	0.947	98.42	94.16	96.29	21.82	Inf	-6.383	0.986	97.66	94.01	95.90	21.82	Inf	-6.337	0.983	97.31	93.58	95.52	21.82	Inf	-6.448	0.984	97.52	93.78	95.62	21.82	Inf	-1.131	0.195	97.89	95.36	96.89	21.82	21.82	21.00	0.00
11/14/2021/6:29:38 AM	27940	11	F480/W60/M2000	Inf	-5.765	0.985	97.53	94.29	95.87	21.81	Inf	-6.205	0.976	98.03	94.25	96.16	21.81	Inf	-5.726	0.986	97.53	94.26	95.86	21.81	Inf	-6.281	0.945	98.26	93.94	96.25	21.81	Inf	-6.409	0.988	97.64	93.92	95.83	21.81	Inf	-6.266	0.983	97.23	93.49	95.45	21.81	Inf	-6.432	0.985	97.54	93.71	95.56	21.81	Inf	-0.761	0.141	95.20	92.74	93.36	21.81	21.81	21.00	0.00
11/14/2021/7:11:58 AM	30480	12	F480/W60/M2000	Inf	-5.811	0.986	97.46	94.19	95.81	21.81	Inf	-6.252	0.977	98.03	94.14	96.12	21.81	Inf	-5.729	0.987	97.44	94.22	95.82	21.81	Inf	-6.380	0.948	98.42	94.07	96.20	21.81	Inf	-6.413	0.987	97.57	93.81	95.77	21.81	Inf	-6.360	0.983	97.14	93.48	95.42	21.81	Inf	-6.560	0.985	97.43	93.52	95.51	21.81	Inf	-2.356	0.802	95.20	92.85	93.84	21.81	21.81	21.00	0.00
11/14/2021/7:54:18 AM	33020	13	F480/W60/M2000	Inf	-5.871	0.986	97.46	94.12	95.76	21.81	Inf	-6.321	0.976	97.94	94.10	96.00	21.81	Inf	-5.816	0.986	97.37	94.09	95.76	21.81	Inf	-6.372	0.948	98.26	93.94	96.12	21.81	Inf	-6.423	0.986	97.48	93.76	95.70	21.81	Inf	-6.428	0.984	97.25	93.41	95.35	21.81	Inf	-6.620	0.985	97.45	93.54	95.44	21.81	Inf	-2.796	0.873	95.38	92.95	93.96	21.81	21.81	21.00	0.00
