,Chamber.No,Ind,Mass,Volume,Date.Time,Phase,Temp,Slope.with.BR,Slope,SE,R2,MR.abs.with.BR,BR,MR.abs,MR.mass,DO.unit,Trial,Temperature,Event
16,CH8,8,4.83,78,(2021-Sep-16 12:35:59),M8,22.91794444,-0.01095377,-0.0108861,3.18E-05,0.998482536,2.885354368,0.617770832,2.86752949,593.6914058,mg O2,MMR,23,2
17,CH1,1,2.64,78,(2021-Sep-17 09:15:13),M1,20.97083333,-0.007030141,-0.006960691,3.28E-05,0.996066505,1.907249022,0.987882489,1.888407643,715.3059253,mg O2,MMR,21,3
18,CH2,2,2.79,78,(2021-Sep-17 09:27:13),M2,21.02477778,-0.006779958,-0.00671192,3.10E-05,0.996206491,1.835714435,1.003519839,1.817292677,651.3593823,mg O2,MMR,21,3
19,CH3,3,2.99,78,(2021-Sep-17 09:39:13),M3,20.96066667,-0.00519191,-0.005127538,4.80E-05,0.984643786,1.402002715,1.239864137,1.384619786,463.0835406,mg O2,MMR,21,3
20,CH4,4,4.12,78,(2021-Sep-17 09:51:13),M4,20.98683333,-0.009559192,-0.009489677,7.35E-05,0.989431971,2.54243919,0.72721151,2.523950279,612.6092911,mg O2,MMR,21,3
21,CH5,5,2.48,78,(2021-Sep-17 10:03:13),M5,20.92261111,-0.005619814,-0.005551562,4.31E-05,0.989405465,1.527870084,1.214487267,1.509314297,608.5944744,mg O2,MMR,21,3
22,CH6,6,2.8,78,(2021-Sep-17 10:15:13),M6,20.95888889,-0.006692717,-0.006620862,3.52E-05,0.995007667,1.81185239,1.073629255,1.792399813,640.1427902,mg O2,MMR,21,3
23,CH7,7,4.83,78,(2021-Sep-17 10:27:13),M7,20.92627778,-0.009443102,-0.009370672,6.28E-05,0.992072609,2.487426427,0.767019268,2.468347387,511.0450076,mg O2,MMR,21,3
24,CH8,8,4.73,78,(2021-Sep-17 10:39:13),M8,20.89605556,-0.010531647,-0.010462453,5.11E-05,0.995775022,2.777953638,0.657009834,2.759702209,583.4465559,mg O2,MMR,21,3
25,CH1,1,2.83,78,(2021-Sep-18 09:24:54),M1,25.00566667,-0.006965452,-0.00689614,4.64E-05,0.994683906,1.88493497,0.995086757,1.866178232,659.4269372,mg O2,MMR,25,4
26,CH2,2,2.84,78,(2021-Sep-18 09:35:54),M2,25.03858333,-0.007747642,-0.007679922,5.82E-05,0.993271429,2.096325945,0.874066768,2.078002656,731.6910762,mg O2,MMR,25,4
27,CH3,3,3.08,78,(2021-Sep-18 09:57:54),M4,25.01366667,-0.005761771,-0.005695196,5.38E-05,0.989575819,1.554018813,1.155467439,1.536062632,498.7216336,mg O2,MMR,25,4
28,CH4,4,4.08,78,(2021-Sep-18 10:08:54),M5,25.02383333,-0.011850054,-0.011777906,4.66E-05,0.998153931,3.153441525,0.608838789,3.13424215,768.1966053,mg O2,MMR,25,4
29,CH5,5,2.47,78,(2021-Sep-18 10:19:54),M6,24.97833333,-0.00810654,-0.008035614,5.83E-05,0.993818843,2.204233009,0.874914815,2.184947848,884.5942704,mg O2,MMR,25,4
30,CH6,6,2.76,78,(2021-Sep-18 10:30:54),M7,24.95658333,-0.00786168,-0.007787289,6.67E-05,0.991415197,2.129446176,0.94624987,2.109296295,764.2377879,mg O2,MMR,25,4
31,CH7,7,4.81,78,(2021-Sep-18 10:52:54),M9,24.97191667,-0.010358215,-0.010279165,8.69E-05,0.991627749,2.729223817,0.763158933,2.708395502,563.0759878,mg O2,MMR,25,4
32,CH8,8,4.65,78,(2021-Sep-18 10:52:54),M9,24.97191667,-0.01133316,-0.011261615,6.46E-05,0.996130742,2.992634354,0.631295781,2.97374198,639.5144042,mg O2,MMR,25,4
