,Chamber.No,Ind,Mass,Volume,Date.Time,Phase,Temp,Slope.with.BR,Slope,SE,R2,MR.abs.with.BR,BR,MR.abs,MR.mass,DO.unit,Trial,Temperature,Event
11,CH3,3,4.95,78,(2021-Aug-25 06:10:09),M64,22.85488889,-0.013909478,-0.013852207,0.000220959,0.978099583,3.657914619,0.411739887,3.642853525,735.9300051,mg O2,SMR,23,2
12,CH4,4,4.66,78,(2021-Aug-25 06:20:39),M65,22.87677778,-0.010980677,-0.01046199,0.000158446,0.980215023,2.899162381,4.723637681,2.762216455,592.7503121,mg O2,SMR,23,2
13,CH5,5,5.01,78,(2021-Aug-25 10:43:09),M90,22.96644444,-0.015882025,-0.015478849,0.000285963,0.970840972,4.17322454,2.538568941,4.067284358,811.8332052,mg O2,SMR,23,2
14,CH6,6,5.14,78,(2021-Aug-24 22:17:39),M19,22.83655556,-0.01455155,-0.014397405,0.000131908,0.992667365,3.81681339,1.059301067,3.776381845,734.7046391,mg O2,SMR,23,2
15,CH7,7,3.01,78,(2021-Aug-25 06:20:39),M65,22.85644444,-0.006853264,-0.006753357,0.000121745,0.972196572,1.850134468,1.45778941,1.823163404,605.7021275,mg O2,SMR,23,2
16,CH8,8,4.81,78,(2021-Aug-24 20:11:39),M7,22.89611111,-0.01160381,-0.01150222,0.000250354,0.95997895,3.057418201,0.875486892,3.030650906,630.0729534,mg O2,SMR,23,2
17,CH1,1,5.06,78,(2021-Aug-25 21:58:28),M29,21.05355556,-0.009521835,-0.009207538,0.000103332,0.98903837,2.500281531,3.300802191,2.417752183,477.816637,mg O2,SMR,21,3
18,CH2,2,4.25,78,(2021-Aug-26 06:01:28),M75,21.04133333,-0.009087227,-0.008516265,0.000149394,0.973633744,2.412658682,6.283124251,2.26106834,532.0160799,mg O2,SMR,21,3
19,CH3,3,4.99,78,(2021-Aug-26 06:11:58),M76,21.00322222,-0.010855116,-0.010782377,0.00015456,0.982239058,2.853115259,0.670085333,2.833996952,567.9352609,mg O2,SMR,21,3
20,CH4,4,4.58,78,(2021-Aug-25 21:58:28),M29,21.05355556,-0.010583251,-0.010164319,0.000134518,0.984820863,2.797280247,3.958446194,2.686551414,586.5832781,mg O2,SMR,21,3
21,CH5,5,4.94,78,(2021-Aug-26 06:01:28),M75,21.00866667,-0.012958189,-0.012573381,0.000159964,0.985956393,3.408211056,2.969612273,3.307000402,669.4332798,mg O2,SMR,21,3
22,CH6,6,4.99,78,(2021-Aug-26 10:23:03),M7,21.02722222,-0.012332554,-0.012187031,0.00012709,0.990520809,3.241439209,1.179991986,3.203190486,641.921941,mg O2,MMR,21,3
23,CH7,7,3.01,78,(2021-Aug-26 00:46:28),M45,20.95622222,-0.007078616,-0.006914919,7.37E-05,0.990089932,1.910971584,2.312555955,1.866779296,620.1924573,mg O2,SMR,21,3
24,CH8,8,4.76,78,(2021-Aug-26 06:11:58),M76,20.97088889,-0.010850257,-0.010899831,6.79E-05,0.996599646,2.860822255,-0.456889784,2.873893059,603.7590461,mg O2,SMR,21,3
25,CH1,1,4.83,78,(2021-Aug-27 02:59:00),M57,24.97033333,-0.010154316,-0.009883268,9.10E-05,0.99259186,2.674768704,2.669289244,2.60337139,539.0002879,mg O2,SMR,25,4
26,CH2,2,4.18,78,(2021-Aug-27 06:08:00),M75,25.03711111,-0.012782735,-0.012211782,0.000264413,0.96037829,3.397037386,4.466598187,3.245305375,776.3888458,mg O2,SMR,25,4
27,CH3,3,4.72,78,(2021-Aug-27 09:32:09),M3,24.99411111,-0.015416285,-0.015397443,8.26E-05,0.99747474,4.066939209,0.122219603,4.061968612,860.5865704,mg O2,MMR,25,4
28,CH4,4,4.66,78,(2021-Aug-26 17:53:00),M5,24.944,-0.009996683,-0.009632239,8.12E-05,0.993780592,2.639364157,3.645644733,2.543142316,545.7386945,mg O2,SMR,25,4
29,CH5,5,4.8,78,(2021-Aug-27 06:39:30),M78,25.00988889,-0.019081274,-0.01869212,0.000352469,0.969659252,5.028297229,2.039451691,4.925747536,1026.197403,mg O2,SMR,25,4
30,CH6,6,4.95,78,(2021-Aug-27 06:08:00),M75,25.01977778,-0.013906437,-0.013793805,8.53E-05,0.996647507,3.657114927,0.809931408,3.627494804,732.8272332,mg O2,SMR,25,4
31,CH7,7,2.98,78,(2021-Aug-27 02:59:00),M57,24.94511111,-0.007981639,-0.007860482,0.000130417,0.976348475,2.155617095,1.517935248,2.122896223,712.381283,mg O2,SMR,25,4
32,CH8,8,4.73,78,(2021-Aug-27 00:42:30),M44,24.97544444,-0.015077861,-0.015146688,0.000122259,0.994299301,3.977117466,-0.456476773,3.995272084,844.6664025,mg O2,SMR,25,4
