"","Chamber.No","Ind","Mass","Volume","Date.Time","Phase","Temp","Slope.with.BR","Slope","SE","R2","MR.abs.with.BR","BR","MR.abs","MR.mass","DO.unit"
"14","CH6","6",19.19,317,(2021-Dec-07 01:50:45),"M32",30.9678333333333,-0.0127240049890335,-0.0115898410535901,4.20550837548297e-05,0.999236905183151,13.6416093328226,8.91357663267932,12.4256540310108,647.506723867158,"mg O2"
"15","CH7","7",12.87,317,(2021-Dec-06 21:49:15),"M11",30.9753333333333,-0.0109277140499946,-0.00998242758953908,7.02970256618258e-05,0.997131979829196,11.9644044264895,8.65035867639646,10.9294405301035,849.218378407419,"mg O2"
"16","CH8","8",14.1,317,(2021-Dec-07 03:57:15),"M43",30.9926666666667,-0.0123460931597579,-0.0106447979331102,5.52437036523773e-05,0.998440300883065,13.4626738251264,13.7800290718128,11.6075134581807,823.227904835508,"mg O2"
"17","CH1","1",22.38,317,(2021-Dec-09 08:19:24),"M2",31.0013333333333,-0.0100751898277902,-0.0076186329492429,6.90722975630531e-05,0.995255219124644,10.6860687374288,24.3822391491961,8.08056590222139,361.061925925889,"mg O2"
"18","CH2","2",19.33,317,(2021-Dec-09 08:47:54),"M5",31.0006666666667,-0.0118788751808081,-0.00939867007242056,6.85498060902677e-05,0.996924117450377,12.7295451902562,20.8791242490254,10.0717276336467,521.04126402725,"mg O2"
"19","CH3","3",13.9,317,(2021-Dec-09 08:47:54),"M5",31.0006666666667,-0.010293518758086,-0.00790480305502413,5.00322727450765e-05,0.997681866586736,11.2318759280731,23.2060169044273,8.62540490152013,620.532726728067,"mg O2"
"20","CH4","4",23.17,317,(2021-Dec-09 08:28:54),"M3",30.988,-0.0131902871597648,-0.0108561376163728,0.000103286491126914,0.994777358049162,13.9525274741533,17.6959721583015,11.4834920969478,495.618994257564,"mg O2"
"21","CH5","5",19.42,317,(2021-Dec-09 14:58:24),"M44",31.0915,-0.013629209783473,-0.0115676530592524,9.83443386375426e-05,0.995825356512894,14.6008088905172,15.1260179935046,12.3922879105403,638.119871809493,"mg O2"
"22","CH6","6",20.1,317,(2021-Dec-09 15:17:24),"M46",31.024,-0.0128537629474392,-0.0107243858422102,4.60555434488843e-05,0.998931480002662,13.7386159887409,16.5661768770463,11.462652563588,570.281222069053,"mg O2"
"23","CH7","7",17.01,317,(2021-Dec-09 10:51:24),"M18",31.0213333333333,-0.012756455978083,-0.0105432947454538,5.27576131532491e-05,0.998549841997282,13.7765132239145,17.3493424539831,11.3863787664793,669.39322554258,"mg O2"
"24","CH8","8",15.56,317,(2021-Dec-09 14:20:24),"M40",31.052,-0.0111436620775977,-0.00887639583561501,4.29362892581128e-05,0.998644764662322,12.0929237880158,20.3457914121483,9.63252273847604,619.056731264527,"mg O2"
"25","CH1","1",15.67,317,(2021-Dec-15 08:19:04),"M2",30.9996666666667,-0.00701860190650081,-0.00687509707443523,4.70513946957171e-05,0.997290824433331,7.6136951249492,2.04463558379996,7.45802280518244,475.942744427725,"mg O2"
"26","CH2","2",16,317,(2021-Dec-15 08:57:04),"M6",31.0203333333333,-0.00826712951322327,-0.00823833056335408,4.81231873753194e-05,0.99802485178641,8.95826154052874,0.348354889361898,8.92705499845048,557.940937403155,"mg O2"
"27","CH3","3",14.2,317,(2021-Dec-15 08:57:04),"M6",31.0203333333333,-0.00803106356770629,-0.00783006367688826,3.49240871202303e-05,0.99884748466713,8.75450177388527,2.50278047388727,8.53539581290235,601.084212176222,"mg O2"
"28","CH4","4",20.8,317,(2021-Dec-15 09:35:04),"M10",30.9961666666667,-0.0102182917125765,-0.00999043260076328,9.86563369243814e-05,0.994375810715782,10.8959688189546,2.22991394474286,10.6529980908459,512.163369752207,"mg O2"
"29","CH5","5",12.61,317,(2021-Dec-15 08:57:04),"M6",31.0203333333333,-0.00841792695102415,-0.00822617469683156,4.89863464013711e-05,0.997947468097054,9.22439802464007,2.27790351838655,9.01427513748681,714.851319388328,"mg O2"
"30","CH6","6",21.3,317,(2021-Dec-15 09:54:04),"M12",31.003,-0.0119283806825495,-0.0116967606895909,5.59529449258105e-05,0.998674539892305,12.6979998041876,1.94175554186866,12.4514356892833,584.574445506259,"mg O2"
"31","CH7","7",14.15,317,(2021-Dec-15 09:35:04),"M10",30.9961666666667,-0.00730575941955695,-0.00706398016319629,5.82811841714204e-05,0.996067447463289,7.96517726476616,3.3094335917144,7.70157501272639,544.280919627307,"mg O2"
"32","CH8","8",15.78,317,(2021-Dec-15 09:35:04),"M10",30.9961666666667,-0.00974904327491949,-0.00952353052597636,4.82442358862996e-05,0.99851380096995,10.5717845349765,2.3131782533297,10.3272403141246,654.451223962266,"mg O2"
