Date &Time [DD-MM-YYYY/HH:MM:SS]	Time [sec]	Loop	Phase time [s]	CH 1 MO2 [mgO2/kg/hr]	CH 1 slope [%air sat./hr]	CH 1 R^2	CH 1 max O2 [%air sat.]	CH 1 min O2 [%air sat.]	CH 1 avg O2 [%air sat.]	CH 1 avg temp [°C]	CH 2 MO2 [mgO2/kg/hr]	CH 2 slope [%air sat./hr]	CH 2 R^2	CH 2 max O2 [%air sat.]	CH 2 min O2 [%air sat.]	CH 2 avg O2 [%air sat.]	CH 2 avg temp [°C]	CH 3 MO2 [mgO2/kg/hr]	CH 3 slope [%air sat./hr]	CH 3 R^2	CH 3 max O2 [%air sat.]	CH 3 min O2 [%air sat.]	CH 3 avg O2 [%air sat.]	CH 3 avg temp [°C]	CH 4 MO2 [mgO2/kg/hr]	CH 4 slope [%air sat./hr]	CH 4 R^2	CH 4 max O2 [%air sat.]	CH 4 min O2 [%air sat.]	CH 4 avg O2 [%air sat.]	CH 4 avg temp [°C]	CH 5 MO2 [mgO2/kg/hr]	CH 5 slope [%air sat./hr]	CH 5 R^2	CH 5 max O2 [%air sat.]	CH 5 min O2 [%air sat.]	CH 5 avg O2 [%air sat.]	CH 5 avg temp [°C]	CH 6 MO2 [mgO2/kg/hr]	CH 6 slope [%air sat./hr]	CH 6 R^2	CH 6 max O2 [%air sat.]	CH 6 min O2 [%air sat.]	CH 6 avg O2 [%air sat.]	CH 6 avg temp [°C]	CH 7 MO2 [mgO2/kg/hr]	CH 7 slope [%air sat./hr]	CH 7 R^2	CH 7 max O2 [%air sat.]	CH 7 min O2 [%air sat.]	CH 7 avg O2 [%air sat.]	CH 7 avg temp [°C]	CH 8 MO2 [mgO2/kg/hr]	CH 8 slope [%air sat./hr]	CH 8 R^2	CH 8 max O2 [%air sat.]	CH 8 min O2 [%air sat.]	CH 8 avg O2 [%air sat.]	CH 8 avg temp [°C]	AMB temp N°1 avg temp [°C]	AMB temp N°1 setpoint [°C]	AMB temp N°1 hysteresis [°C]
11/1/2021/9:50:32 PM	2540	1	F480/W60/M2000	11.3	-8.742	0.991	95.71	90.75	93.10	22.95	18.2	-9.811	0.992	95.49	89.81	92.62	22.95	12.7	-8.023	0.994	95.30	90.66	92.88	22.95	13.9	-8.931	0.981	95.91	90.21	92.97	22.95	13.4	-7.987	0.995	95.37	90.75	93.07	22.95	14.0	-8.899	0.995	95.33	90.33	92.86	22.95	18.2	-8.238	0.994	95.31	90.59	92.93	22.95	19.2	-9.948	0.995	95.25	89.54	92.57	22.95	22.95	0.00	0.00
11/1/2021/10:32:52 PM	5080	2	F480/W60/M2000	11.0	-8.617	0.993	95.49	90.60	92.99	22.96	18.0	-9.759	0.992	95.49	89.81	92.65	22.96	12.5	-7.938	0.994	95.16	90.76	92.93	22.96	12.9	-8.351	0.980	95.69	90.49	93.01	22.96	13.2	-7.912	0.996	95.34	90.79	93.11	22.96	13.7	-8.727	0.995	95.29	90.35	92.87	22.96	18.2	-8.259	0.993	95.30	90.67	92.88	22.96	19.1	-9.937	0.996	95.10	89.52	92.42	22.96	22.96	0.00	0.00
11/1/2021/11:15:12 PM	7620	3	F480/W60/M2000	11.0	-8.520	0.992	95.67	90.86	93.12	22.94	17.9	-9.637	0.991	95.60	90.10	92.83	22.94	12.4	-7.802	0.993	95.30	90.97	93.06	22.94	13.1	-8.399	0.978	95.89	90.59	93.21	22.94	12.9	-7.661	0.996	95.33	91.02	93.25	22.94	13.6	-8.571	0.995	95.36	90.46	92.95	22.94	18.1	-8.129	0.994	95.27	90.73	92.97	22.94	18.9	-9.779	0.995	95.18	89.60	92.52	22.94	22.95	0.00	0.00
11/1/2021/11:57:32 PM	10160	4	F480/W60/M2000	10.6	-8.254	0.990	95.66	90.92	93.20	22.94	17.3	-9.370	0.989	95.81	90.18	92.94	22.94	12.1	-7.674	0.993	95.33	91.03	93.17	22.94	12.7	-8.231	0.972	95.89	90.74	93.31	22.94	12.6	-7.568	0.995	95.44	91.19	93.38	22.94	13.1	-8.349	0.995	95.33	90.62	93.05	22.94	17.7	-8.049	0.993	95.45	90.76	93.03	22.94	18.5	-9.618	0.996	95.15	89.84	92.59	22.94	22.94	0.00	0.00
11/2/2021/12:39:52 AM	12700	5	F480/W60/M2000	10.4	-8.073	0.989	95.77	91.17	93.39	22.94	17.0	-9.186	0.989	95.84	90.49	93.12	22.94	12.0	-7.521	0.993	95.44	91.11	93.23	22.94	12.5	-7.998	0.971	95.93	90.89	93.43	22.94	12.1	-7.181	0.994	95.50	91.36	93.47	22.94	12.3	-7.809	0.993	95.44	90.87	93.25	22.94	17.3	-7.808	0.992	95.37	90.94	93.16	22.94	18.0	-9.283	0.995	95.13	89.95	92.68	22.94	22.93	0.00	0.00
11/2/2021/1:22:12 AM	15240	6	F480/W60/M2000	10.4	-8.063	0.990	95.83	91.24	93.46	22.95	17.0	-9.156	0.988	95.90	90.47	93.21	22.95	11.8	-7.375	0.992	95.42	91.26	93.27	22.95	12.5	-7.996	0.971	96.16	91.02	93.54	22.95	11.9	-7.096	0.993	95.58	91.51	93.55	22.95	12.7	-8.029	0.993	95.68	91.01	93.37	22.95	17.2	-7.734	0.992	95.46	91.09	93.22	22.95	18.0	-9.319	0.994	95.20	89.95	92.73	22.95	22.95	0.00	0.00
11/2/2021/2:04:32 AM	17780	7	F480/W60/M2000	10.1	-7.695	0.990	95.78	91.39	93.58	22.92	16.6	-8.811	0.989	95.92	90.82	93.35	22.92	11.3	-6.961	0.991	95.36	91.34	93.36	22.92	12.2	-7.688	0.970	96.30	91.20	93.62	22.92	12.0	-7.005	0.994	95.55	91.59	93.59	22.92	12.7	-7.887	0.994	95.63	91.11	93.45	22.92	17.1	-7.536	0.992	95.54	91.09	93.27	22.92	18.0	-9.136	0.996	95.19	90.10	92.73	22.92	22.92	0.00	0.00
11/2/2021/2:46:52 AM	20320	8	F480/W60/M2000	10.0	-7.762	0.989	95.77	91.30	93.46	22.94	16.6	-8.931	0.988	95.99	90.60	93.29	22.94	11.3	-7.064	0.992	95.33	91.31	93.27	22.94	12.1	-7.734	0.968	96.09	91.10	93.58	22.94	11.9	-7.095	0.994	95.51	91.50	93.53	22.94	12.4	-7.825	0.993	95.61	91.20	93.43	22.94	17.1	-7.692	0.991	95.52	91.12	93.25	22.94	17.5	-9.064	0.995	95.18	90.03	92.71	22.94	22.94	0.00	0.00
11/2/2021/3:29:11 AM	22860	9	F480/W60/M2000	10.3	-7.828	0.991	95.85	91.43	93.56	22.97	16.7	-8.854	0.992	96.01	90.90	93.42	22.97	11.4	-7.035	0.993	95.37	91.43	93.36	22.97	11.9	-7.517	0.979	96.02	91.42	93.67	22.97	11.7	-6.851	0.991	95.54	91.62	93.59	22.97	12.4	-7.721	0.990	95.70	91.21	93.49	22.97	16.9	-7.478	0.988	95.55	91.05	93.35	22.97	17.1	-8.738	0.993	95.19	90.22	92.84	22.97	22.96	0.00	0.00
11/2/2021/4:11:31 AM	25400	10	F480/W60/M2000	9.8	-7.422	0.993	95.72	91.65	93.62	22.94	16.0	-8.498	0.993	95.95	91.09	93.48	22.94	11.1	-6.837	0.995	95.33	91.57	93.39	22.94	11.9	-7.490	0.983	95.92	91.48	93.70	22.94	12.0	-7.010	0.991	95.57	91.57	93.62	22.94	12.7	-7.871	0.990	95.79	91.22	93.51	22.94	17.1	-7.547	0.988	95.57	91.22	93.31	22.94	17.2	-8.753	0.991	95.41	90.22	92.90	22.94	22.94	0.00	0.00
11/2/2021/4:53:51 AM	27940	11	F480/W60/M2000	9.8	-7.637	0.991	95.77	91.57	93.55	22.97	16.2	-8.748	0.992	95.94	91.04	93.43	22.97	11.0	-6.947	0.994	95.32	91.52	93.36	22.97	11.8	-7.590	0.982	95.82	91.29	93.67	22.97	11.4	-6.808	0.989	95.51	91.58	93.64	22.97	12.2	-7.783	0.989	95.79	91.26	93.54	22.97	16.7	-7.555	0.987	95.76	91.29	93.35	22.97	17.0	-8.835	0.991	95.25	90.25	92.90	22.97	22.97	0.00	0.00
11/2/2021/5:36:11 AM	30480	12	F480/W60/M2000	9.9	-7.719	0.993	95.81	91.53	93.60	22.98	16.0	-8.703	0.993	96.09	91.10	93.57	22.98	11.1	-7.032	0.994	95.44	91.50	93.40	22.98	11.8	-7.630	0.982	96.03	91.37	93.72	22.98	11.3	-6.772	0.990	95.66	91.72	93.73	22.98	12.0	-7.674	0.989	95.79	91.32	93.61	22.98	16.4	-7.467	0.988	95.67	91.23	93.41	22.98	16.7	-8.684	0.991	95.33	90.47	92.96	22.98	22.98	0.00	0.00
11/2/2021/6:18:31 AM	33020	13	F480/W60/M2000	9.5	-7.391	0.994	95.75	91.62	93.61	22.96	15.8	-8.517	0.993	96.10	91.08	93.60	22.96	10.7	-6.752	0.994	95.34	91.56	93.42	22.96	11.4	-7.365	0.981	95.95	91.46	93.73	22.96	11.4	-6.807	0.989	95.67	91.73	93.76	22.96	12.2	-7.714	0.988	95.79	91.42	93.62	22.96	16.2	-7.331	0.988	95.59	91.32	93.38	22.96	16.4	-8.508	0.991	95.44	90.48	93.02	22.96	22.96	0.00	0.00
11/2/2021/7:00:51 AM	35560	14	F480/W60/M2000	10.0	-7.646	0.991	95.91	91.74	93.75	22.95	16.1	-8.550	0.992	96.19	91.27	93.72	22.95	10.9	-6.763	0.993	95.41	91.70	93.54	22.95	11.6	-7.334	0.979	95.92	91.63	93.84	22.95	11.2	-6.585	0.990	95.66	91.85	93.83	22.95	12.0	-7.509	0.989	95.77	91.42	93.69	22.95	16.6	-7.375	0.988	95.75	91.34	93.50	22.95	16.2	-8.266	0.992	95.50	90.59	93.13	22.95	22.95	0.00	0.00
11/2/2021/7:43:11 AM	38100	15	F480/W60/M2000	9.7	-7.344	0.992	96.01	91.81	93.83	22.92	15.7	-8.311	0.991	96.24	91.48	93.80	22.92	10.6	-6.513	0.994	95.54	91.81	93.62	22.92	11.7	-7.316	0.978	96.26	91.71	93.95	22.92	11.6	-6.758	0.991	95.82	91.79	93.88	22.92	12.4	-7.657	0.991	95.89	91.45	93.74	22.92	17.2	-7.569	0.988	95.78	91.28	93.56	22.92	15.7	-7.939	0.992	95.48	90.92	93.25	22.92	22.92	0.00	0.00
